"county","date","medi_cal","unemployment","calfresh"
"Alameda",2014-01-01,"340 549",6.5,64394
"Alameda",2014-02-01,"349 927",6.4,63674
"Alameda",2014-03-01,"365 622",6.4,64297
"Alameda",2014-04-01,"373 571",5.5,64208
"Alameda",2014-05-01,"378 218",5.6,64582
"Alameda",2014-06-01,"381 831",5.9,64635
"Alameda",2014-07-01,"385 839",6.3,64020
"Alameda",2014-08-01,"389 814",6.1,63835
"Alameda",2014-09-01,"393 082",5.5,63346
"Alameda",2014-10-01,"396 515",5.4,63146
"Alameda",2014-11-01,"399 493",5.3,62544
"Alameda",2014-12-01,"408 267",4.9,62620
"Alameda",2015-01-01,"417 075",5.3,61869
"Alameda",2015-02-01,"418 769",5.1,60825
"Alameda",2015-03-01,"419 444",5,61063
"Alameda",2015-04-01,"422 488",4.6,61121
"Alameda",2015-05-01,"421 856",4.6,61465
"Alameda",2015-06-01,"423 922",4.9,62196
"Alameda",2015-07-01,"425 013",5.1,62663
"Alameda",2015-08-01,"429 357",4.8,62557
"Alameda",2015-09-01,"432 134",4.4,62511
"Alameda",2015-10-01,"434 830",4.5,62653
"Alameda",2015-11-01,"439 836",4.4,62107
"Alameda",2015-12-01,"443 416",4.2,61842
"Alameda",2016-01-01,"445 324",4.4,61221
"Alameda",2016-02-01,"443 372",4.4,61056
"Alameda",2016-03-01,"446 065",4.5,61189
"Alameda",2016-04-01,"441 010",4.2,61011
"Alameda",2016-05-01,"438 953",3.8,61172
"Alameda",2016-06-01,"438 222",4.5,61033
"Alameda",2016-07-01,"437 360",4.7,60323
"Alameda",2016-08-01,"437 878",4.5,60357
"Alameda",2016-09-01,"439 613",4.2,60124
"Alameda",2016-10-01,"439 407",4.3,59986
"Alameda",2016-11-01,"439 064",3.9,59482
"Alameda",2016-12-01,"441 488",3.9,59072
"Alameda",2017-01-01,"439 934",4.3,58727
"Alameda",2017-02-01,"437 440",4,57353
"Alameda",2017-03-01,"439 721",3.8,57764
"Alameda",2017-04-01,"436 888",3.5,56804
"Alameda",2017-05-01,"434 884",3.4,57144
"Alameda",2017-06-01,"434 578",3.8,57141
"Alameda",2017-07-01,"434 483",4.1,56864
"Alameda",2017-08-01,"438 030",4,57382
"Alameda",2017-09-01,"437 699",3.4,57189
"Alameda",2017-10-01,"437 114",3.3,57502
"Alameda",2017-11-01,"435 858",3.1,56882
"Alameda",2017-12-01,"438 788",3,56587
"Alameda",2018-01-01,"436 852",3.3,56497
"Alameda",2018-02-01,"435 330",3.2,55019
"Alameda",2018-03-01,"433 610",2.9,55632
"Alameda",2018-04-01,"431 826",2.7,55132
"Alameda",2018-05-01,"430 028",2.6,55154
"Alameda",2018-06-01,"428 875",3.3,55241
"Alameda",2018-07-01,"428 026",3.2,54734
"Alameda",2018-08-01,"427 256",3.1,54766
"Alameda",2018-09-01,"427 309",2.8,54088
"Alameda",2018-10-01,"426 653",2.9,54429
"Alameda",2018-11-01,"424 388",2.8,53759
"Alameda",2018-12-01,NA,2.8,53319
"Alameda",2019-01-01,NA,0.3,53529
"Alameda",2019-03-01,NA,3.3,51429
"Alameda",2019-04-01,NA,2.7,51134
"Alameda",2019-05-01,NA,2.5,51206
"Alameda",2019-06-01,NA,3.1,58481
"Alameda",2019-07-01,NA,3.3,59750
"Alameda",2019-08-01,NA,3.1,62122
"Alameda",2019-09-01,NA,2.5,63246
"Alameda",2019-10-01,NA,2.6,64496
"Alameda",2019-11-01,NA,2.6,64654
"Alameda",2019-12-01,NA,2.5,65129
"Alameda",2020-01-01,NA,3.1,65302
"Alameda",2020-02-01,NA,3,65156
"Alameda",2020-03-01,NA,3.8,66424
"Alameda",2020-04-01,NA,14.1,76979
"Alameda",2020-05-01,NA,13.5,82572
"Alameda",2020-06-01,NA,13.4,86632
"Alameda",2020-07-01,NA,12,86626
"Alameda",2020-08-01,NA,9.8,86097
"Alameda",2020-09-01,NA,9.3,85083
"Alameda",2020-10-01,NA,7.9,81670
"Alameda",2020-11-01,NA,6.7,78468
"Alameda",2020-12-01,NA,7.6,78156
"Alpine",2014-01-01,"301",7.7,109
"Alpine",2014-02-01,"312",8.5,111
"Alpine",2014-03-01,"326",8.6,118
"Alpine",2014-04-01,"332",7.7,111
"Alpine",2014-05-01,"348",10.1,111
"Alpine",2014-06-01,"357",10.2,117
"Alpine",2014-07-01,"373",8.7,114
"Alpine",2014-08-01,"374",8.5,111
"Alpine",2014-09-01,"368",7.4,114
"Alpine",2014-10-01,"370",7.5,114
"Alpine",2014-11-01,"370",7.5,106
"Alpine",2014-12-01,"374",5.8,107
"Alpine",2015-01-01,"384",6.6,107
"Alpine",2015-02-01,"385",6.8,102
"Alpine",2015-03-01,"377",7.5,99
"Alpine",2015-04-01,"358",7.2,102
"Alpine",2015-05-01,"358",8.3,101
"Alpine",2015-06-01,"356",8.8,101
"Alpine",2015-07-01,"361",8.3,101
"Alpine",2015-08-01,"362",7.4,99
"Alpine",2015-09-01,"360",7.5,98
"Alpine",2015-10-01,"362",7.9,98
"Alpine",2015-11-01,"359",6.9,100
"Alpine",2015-12-01,"354",5.6,98
"Alpine",2016-01-01,"358",5.3,99
"Alpine",2016-02-01,"357",5.1,97
"Alpine",2016-03-01,"358",5.6,97
"Alpine",2016-04-01,"362",5.7,92
"Alpine",2016-05-01,"350",8,87
"Alpine",2016-06-01,"347",7.6,91
"Alpine",2016-07-01,"352",7.5,93
"Alpine",2016-08-01,"346",7.3,89
"Alpine",2016-09-01,"336",7.3,90
"Alpine",2016-10-01,"328",7.2,88
"Alpine",2016-11-01,"339",7.2,90
"Alpine",2016-12-01,"349",4.8,90
"Alpine",2017-01-01,"347",5.4,86
"Alpine",2017-02-01,"342",5.4,85
"Alpine",2017-03-01,"340",5.5,87
"Alpine",2017-04-01,"343",4.8,84
"Alpine",2017-05-01,"329",7.5,79
"Alpine",2017-06-01,"323",8.7,79
"Alpine",2017-07-01,"316",7.8,76
"Alpine",2017-08-01,"323",7.1,78
"Alpine",2017-09-01,"330",6.6,76
"Alpine",2017-10-01,"329",6.4,79
"Alpine",2017-11-01,"332",5.8,81
"Alpine",2017-12-01,"330",4.6,77
"Alpine",2018-01-01,"327",4.9,79
"Alpine",2018-02-01,"324",4.2,79
"Alpine",2018-03-01,"323",3.9,80
"Alpine",2018-04-01,"319",3.4,76
"Alpine",2018-05-01,"319",5.1,80
"Alpine",2018-06-01,"317",6.1,78
"Alpine",2018-07-01,"320",6.3,72
"Alpine",2018-08-01,"305",5.3,69
"Alpine",2018-09-01,"308",4.9,67
"Alpine",2018-10-01,"313",5,73
"Alpine",2018-11-01,"311",3.8,72
"Alpine",2018-12-01,NA,3.3,70
"Alpine",2019-01-01,NA,4.7,70
"Alpine",2019-03-01,NA,5.1,70
"Alpine",2019-04-01,NA,4,73
"Alpine",2019-05-01,NA,6,71
"Alpine",2019-06-01,NA,7.4,78
"Alpine",2019-07-01,NA,7.2,79
"Alpine",2019-08-01,NA,5.7,79
"Alpine",2019-09-01,NA,4.6,74
"Alpine",2019-10-01,NA,5.2,72
"Alpine",2019-11-01,NA,4.7,70
"Alpine",2019-12-01,NA,3.8,74
"Alpine",2020-01-01,NA,4.6,77
"Alpine",2020-02-01,NA,5,69
"Alpine",2020-03-01,NA,7.1,72
"Alpine",2020-04-01,NA,22.1,86
"Alpine",2020-05-01,NA,22.2,92
"Alpine",2020-06-01,NA,19.6,79
"Alpine",2020-07-01,NA,14.1,73
"Alpine",2020-08-01,NA,11.2,69
"Alpine",2020-09-01,NA,10.7,66
"Alpine",2020-10-01,NA,9.7,63
"Alpine",2020-11-01,NA,7.1,60
"Alpine",2020-12-01,NA,7.3,59
"Amador",2014-01-01,"6 161",9.8,1752
"Amador",2014-02-01,"6 363",9.9,1742
"Amador",2014-03-01,"6 725",9.7,1773
"Amador",2014-04-01,"6 939",8.4,1771
"Amador",2014-05-01,"7 022",8,1791
"Amador",2014-06-01,"7 090",8.1,1790
"Amador",2014-07-01,"7 169",8.3,1770
"Amador",2014-08-01,"7 237",7.9,1760
"Amador",2014-09-01,"7 291",7.3,1740
"Amador",2014-10-01,"7 301",7.2,1727
"Amador",2014-11-01,"7 390",7.4,1710
"Amador",2014-12-01,"7 485",7.4,1721
"Amador",2015-01-01,"7 695",8,1720
"Amador",2015-02-01,"7 712",7.5,1746
"Amador",2015-03-01,"7 763",7.4,1768
"Amador",2015-04-01,"7 818",6.7,1814
"Amador",2015-05-01,"7 831",6.4,1818
"Amador",2015-06-01,"7 927",6.5,1831
"Amador",2015-07-01,"7 980",6.7,1823
"Amador",2015-08-01,"8 009",6.1,1782
"Amador",2015-09-01,"8 030",5.6,1775
"Amador",2015-10-01,"8 057",6,1780
"Amador",2015-11-01,"8 109",6.2,1754
"Amador",2015-12-01,"8 184",6.2,1774
"Amador",2016-01-01,"8 321",6.9,1782
"Amador",2016-02-01,"8 333",6.6,1697
"Amador",2016-03-01,"8 307",6.7,1830
"Amador",2016-04-01,"8 292",6,1808
"Amador",2016-05-01,"8 293",5.4,1780
"Amador",2016-06-01,"8 311",5.7,1784
"Amador",2016-07-01,"8 343",6.1,1765
"Amador",2016-08-01,"8 334",5.7,1750
"Amador",2016-09-01,"8 286",5.4,1736
"Amador",2016-10-01,"8 281",5.5,1730
"Amador",2016-11-01,"8 275",5.6,1736
"Amador",2016-12-01,"8 292",5.9,1720
"Amador",2017-01-01,"8 371",6.4,1703
"Amador",2017-02-01,"8 346",6.1,1698
"Amador",2017-03-01,"8 375",5.6,1705
"Amador",2017-04-01,"8 361",5,1673
"Amador",2017-05-01,"8 222",4.5,1667
"Amador",2017-06-01,"8 205",4.8,1653
"Amador",2017-07-01,"8 196",5,1649
"Amador",2017-08-01,"8 214",4.8,1666
"Amador",2017-09-01,"8 236",4.1,1651
"Amador",2017-10-01,"8 155",4.2,1648
"Amador",2017-11-01,"8 192",4.2,1608
"Amador",2017-12-01,"8 209",4.2,1609
"Amador",2018-01-01,"8 202",4.7,1609
"Amador",2018-02-01,"8 204",4.7,1571
"Amador",2018-03-01,"8 182",4.5,1558
"Amador",2018-04-01,"8 068",3.9,1548
"Amador",2018-05-01,"8 054",3.5,1582
"Amador",2018-06-01,"8 026",4.1,1525
"Amador",2018-07-01,"8 027",3.9,1505
"Amador",2018-08-01,"8 060",3.8,1505
"Amador",2018-09-01,"8 034",3.4,1479
"Amador",2018-10-01,"8 008",3.6,1474
"Amador",2018-11-01,"8 010",3.6,1463
"Amador",2018-12-01,NA,3.8,1441
"Amador",2019-01-01,NA,4.9,1462
"Amador",2019-03-01,NA,4.9,1430
"Amador",2019-04-01,NA,3.8,1387
"Amador",2019-05-01,NA,3.2,1383
"Amador",2019-06-01,NA,3.8,1432
"Amador",2019-07-01,NA,4,1460
"Amador",2019-08-01,NA,3.7,1477
"Amador",2019-09-01,NA,3,1493
"Amador",2019-10-01,NA,3.2,1493
"Amador",2019-11-01,NA,3.4,1481
"Amador",2019-12-01,NA,3.7,1472
"Amador",2020-01-01,NA,4.7,1496
"Amador",2020-02-01,NA,4.4,1494
"Amador",2020-03-01,NA,5.4,1482
"Amador",2020-04-01,NA,14.3,1611
"Amador",2020-05-01,NA,15.1,1692
"Amador",2020-06-01,NA,12.7,1647
"Amador",2020-07-01,NA,11.9,1519
"Amador",2020-08-01,NA,9.3,1490
"Amador",2020-09-01,NA,8.7,1513
"Amador",2020-10-01,NA,7.7,1497
"Amador",2020-11-01,NA,7,1472
"Amador",2020-12-01,NA,8.4,1462
"Butte",2014-01-01,"64 377",10.1,14930
"Butte",2014-02-01,"66 467",10,14994
"Butte",2014-03-01,"69 504",9.9,15073
"Butte",2014-04-01,"71 197",8.6,15212
"Butte",2014-05-01,"72 109",8.2,15433
"Butte",2014-06-01,"72 975",8.7,15592
"Butte",2014-07-01,"74 088",9.3,15571
"Butte",2014-08-01,"75 030",8.6,15694
"Butte",2014-09-01,"75 909",7.5,15732
"Butte",2014-10-01,"76 433",7.4,15879
"Butte",2014-11-01,"76 471",7.7,15913
"Butte",2014-12-01,"77 060",7.7,15967
"Butte",2015-01-01,"78 166",8.5,16001
"Butte",2015-02-01,"79 394",8,16101
"Butte",2015-03-01,"80 051",7.8,16288
"Butte",2015-04-01,"80 578",7,16430
"Butte",2015-05-01,"80 876",6.9,16559
"Butte",2015-06-01,"80 853",7.4,16678
"Butte",2015-07-01,"81 470",7.7,16729
"Butte",2015-08-01,"82 056",6.9,16634
"Butte",2015-09-01,"82 652",6.1,16657
"Butte",2015-10-01,"82 815",6.2,16800
"Butte",2015-11-01,"82 811",6.6,16888
"Butte",2015-12-01,"83 262",6.8,16969
"Butte",2016-01-01,"84 391",7.6,16890
"Butte",2016-02-01,"84 169",7.4,16925
"Butte",2016-03-01,"83 575",7.4,17109
"Butte",2016-04-01,"83 564",6.5,17087
"Butte",2016-05-01,"83 479",5.9,17206
"Butte",2016-06-01,"83 220",6.9,17112
"Butte",2016-07-01,"83 183",7,16974
"Butte",2016-08-01,"83 059",6.6,16981
"Butte",2016-09-01,"82 913",5.9,16877
"Butte",2016-10-01,"82 827",5.9,16869
"Butte",2016-11-01,"82 582",5.9,16854
"Butte",2016-12-01,"82 822",6.4,16810
"Butte",2017-01-01,"83 586",7.2,16579
"Butte",2017-02-01,"83 309",7.1,16426
"Butte",2017-03-01,"83 175",6.5,16664
"Butte",2017-04-01,"83 355",5.9,16636
"Butte",2017-05-01,"83 089",5.2,16759
"Butte",2017-06-01,"83 026",5.9,16843
"Butte",2017-07-01,"83 142",6.1,16651
"Butte",2017-08-01,"83 174",5.8,16544
"Butte",2017-09-01,"82 942",4.8,16547
"Butte",2017-10-01,"83 033",4.6,16660
"Butte",2017-11-01,"83 029",4.8,16760
"Butte",2017-12-01,"82 978",5.1,16845
"Butte",2018-01-01,"83 754",5.7,17012
"Butte",2018-02-01,"83 551",5.7,16903
"Butte",2018-03-01,"83 459",5.3,17067
"Butte",2018-04-01,"83 345",4.6,17093
"Butte",2018-05-01,"82 719",4.3,17113
"Butte",2018-06-01,"82 413",5.3,17171
"Butte",2018-07-01,"82 328",5,16757
"Butte",2018-08-01,"82 262",4.7,16651
"Butte",2018-09-01,"82 107",4.1,16571
"Butte",2018-10-01,"82 077",4.2,16778
"Butte",2018-11-01,"81 665",4.3,16661
"Butte",2018-12-01,NA,5.3,16688
"Butte",2019-01-01,NA,6.6,16535
"Butte",2019-03-01,NA,6.2,15900
"Butte",2019-04-01,NA,5,15595
"Butte",2019-05-01,NA,4.3,15385
"Butte",2019-06-01,NA,5.2,16161
"Butte",2019-07-01,NA,5.4,16541
"Butte",2019-08-01,NA,4.9,16647
"Butte",2019-09-01,NA,3.7,16651
"Butte",2019-10-01,NA,3.8,16868
"Butte",2019-11-01,NA,4,16884
"Butte",2019-12-01,NA,4.2,17033
"Butte",2020-01-01,NA,5.6,17028
"Butte",2020-02-01,NA,5.4,16964
"Butte",2020-03-01,NA,6.7,17053
"Butte",2020-04-01,NA,14.9,18812
"Butte",2020-05-01,NA,13.5,19681
"Butte",2020-06-01,NA,12.1,19728
"Butte",2020-07-01,NA,11.1,18528
"Butte",2020-08-01,NA,9,17921
"Butte",2020-09-01,NA,8.5,17666
"Butte",2020-10-01,NA,7.4,17108
"Butte",2020-11-01,NA,6.8,16731
"Butte",2020-12-01,NA,8.2,16485
"Calaveras",2014-01-01,"9 002",9.5,2654
"Calaveras",2014-02-01,"9 347",9.5,2617
"Calaveras",2014-03-01,"9 862",9.3,2637
"Calaveras",2014-04-01,"10 135",8,2685
"Calaveras",2014-05-01,"10 270",7.8,2720
"Calaveras",2014-06-01,"10 416",7.7,2713
"Calaveras",2014-07-01,"10 630",8.2,2768
"Calaveras",2014-08-01,"10 778",7.9,2802
"Calaveras",2014-09-01,"10 922",7.1,2844
"Calaveras",2014-10-01,"11 026",7.1,2867
"Calaveras",2014-11-01,"11 093",7.1,2871
"Calaveras",2014-12-01,"11 248",6.9,2878
"Calaveras",2015-01-01,"11 466",7.4,2894
"Calaveras",2015-02-01,"11 651",7.1,2917
"Calaveras",2015-03-01,"11 707",6.9,2941
"Calaveras",2015-04-01,"11 721",6.4,2928
"Calaveras",2015-05-01,"11 735",6.3,2926
"Calaveras",2015-06-01,"11 702",6.4,2909
"Calaveras",2015-07-01,"11 710",6.7,2924
"Calaveras",2015-08-01,"11 759",6.1,2913
"Calaveras",2015-09-01,"11 862",5.7,2895
"Calaveras",2015-10-01,"11 905",5.9,2909
"Calaveras",2015-11-01,"11 915",5.8,2850
"Calaveras",2015-12-01,"11 968",5.9,2830
"Calaveras",2016-01-01,"12 221",6.4,2822
"Calaveras",2016-02-01,"12 223",6.1,2801
"Calaveras",2016-03-01,"12 256",6.3,2791
"Calaveras",2016-04-01,"12 252",5.8,2780
"Calaveras",2016-05-01,"12 240",5.3,2776
"Calaveras",2016-06-01,"12 242",5.7,2809
"Calaveras",2016-07-01,"12 216",5.8,2784
"Calaveras",2016-08-01,"12 255",5.5,2821
"Calaveras",2016-09-01,"12 305",5.3,2819
"Calaveras",2016-10-01,"12 309",5.3,2852
"Calaveras",2016-11-01,"12 348",5.3,2851
"Calaveras",2016-12-01,"12 440",5.4,2839
"Calaveras",2017-01-01,"12 464",6.1,2830
"Calaveras",2017-02-01,"12 429",5.8,2828
"Calaveras",2017-03-01,"12 363",5.4,2825
"Calaveras",2017-04-01,"12 264",4.8,2808
"Calaveras",2017-05-01,"12 143",4.5,2791
"Calaveras",2017-06-01,"12 141",4.7,2807
"Calaveras",2017-07-01,"12 096",5,2785
"Calaveras",2017-08-01,"12 047",4.6,2804
"Calaveras",2017-09-01,"12 038",4,2796
"Calaveras",2017-10-01,"12 041",3.9,2783
"Calaveras",2017-11-01,"11 984",3.9,2742
"Calaveras",2017-12-01,"12 009",4,2768
"Calaveras",2018-01-01,"12 114",4.6,2798
"Calaveras",2018-02-01,"12 058",4.6,2783
"Calaveras",2018-03-01,"12 048",4.4,2783
"Calaveras",2018-04-01,"12 025",3.8,2786
"Calaveras",2018-05-01,"11 960",3.5,2780
"Calaveras",2018-06-01,"12 003",4.1,2795
"Calaveras",2018-07-01,"11 935",3.9,2747
"Calaveras",2018-08-01,"11 849",3.8,2734
"Calaveras",2018-09-01,"11 795",3.5,2697
"Calaveras",2018-10-01,"11 775",3.7,2667
"Calaveras",2018-11-01,"11 678",3.6,2631
"Calaveras",2018-12-01,NA,3.8,2595
"Calaveras",2019-01-01,NA,4.8,2592
"Calaveras",2019-03-01,NA,4.8,2563
"Calaveras",2019-04-01,NA,3.8,2568
"Calaveras",2019-05-01,NA,3.3,2601
"Calaveras",2019-06-01,NA,3.8,2713
"Calaveras",2019-07-01,NA,3.9,2764
"Calaveras",2019-08-01,NA,3.7,2812
"Calaveras",2019-09-01,NA,3,2827
"Calaveras",2019-10-01,NA,3.2,2832
"Calaveras",2019-11-01,NA,3.3,2829
"Calaveras",2019-12-01,NA,3.5,2863
"Calaveras",2020-01-01,NA,4.3,2874
"Calaveras",2020-02-01,NA,4.2,2886
"Calaveras",2020-03-01,NA,5.4,2907
"Calaveras",2020-04-01,NA,13.3,3105
"Calaveras",2020-05-01,NA,12,3193
"Calaveras",2020-06-01,NA,11,3141
"Calaveras",2020-07-01,NA,9.6,2959
"Calaveras",2020-08-01,NA,7.5,2924
"Calaveras",2020-09-01,NA,7.4,2879
"Calaveras",2020-10-01,NA,6.6,2795
"Calaveras",2020-11-01,NA,5.9,2758
"Calaveras",2020-12-01,NA,7.3,2780
"Colusa",2014-01-01,"6 820",25.4,733
"Colusa",2014-02-01,"7 021",24,737
"Colusa",2014-03-01,"7 355",24.2,740
"Colusa",2014-04-01,"7 553",19.8,752
"Colusa",2014-05-01,"7 644",16,756
"Colusa",2014-06-01,"7 745",15.7,744
"Colusa",2014-07-01,"7 828",13.7,725
"Colusa",2014-08-01,"7 929",11.9,709
"Colusa",2014-09-01,"7 944",11,694
"Colusa",2014-10-01,"8 031",10.8,666
"Colusa",2014-11-01,"8 036",16.6,657
"Colusa",2014-12-01,"8 136",20.9,665
"Colusa",2015-01-01,"8 311",23.5,688
"Colusa",2015-02-01,"8 385",22.9,695
"Colusa",2015-03-01,"8 425",21.5,739
"Colusa",2015-04-01,"8 510",16.3,726
"Colusa",2015-05-01,"8 536",13.4,720
"Colusa",2015-06-01,"8 551",12.9,686
"Colusa",2015-07-01,"8 600",11.5,661
"Colusa",2015-08-01,"8 609",9.7,645
"Colusa",2015-09-01,"8 664",9,624
"Colusa",2015-10-01,"8 723",10.7,589
"Colusa",2015-11-01,"8 786",15.7,591
"Colusa",2015-12-01,"8 797",19,599
"Colusa",2016-01-01,"8 968",23.2,590
"Colusa",2016-02-01,"8 998",22.2,602
"Colusa",2016-03-01,"8 989",21.3,602
"Colusa",2016-04-01,"9 057",16.4,633
"Colusa",2016-05-01,"9 101",12.4,635
"Colusa",2016-06-01,"9 133",12.8,638
"Colusa",2016-07-01,"9 151",12.3,629
"Colusa",2016-08-01,"9 233",10.3,647
"Colusa",2016-09-01,"9 154",9.7,646
"Colusa",2016-10-01,"9 135",11,632
"Colusa",2016-11-01,"9 121",15.7,632
"Colusa",2016-12-01,"9 155",19.9,642
"Colusa",2017-01-01,"9 202",22.1,678
"Colusa",2017-02-01,"9 194",23.2,680
"Colusa",2017-03-01,"9 223",21.3,693
"Colusa",2017-04-01,"9 147",16.9,703
"Colusa",2017-05-01,"9 130",12.4,707
"Colusa",2017-06-01,"9 084",12,702
"Colusa",2017-07-01,"9 095",11.5,688
"Colusa",2017-08-01,"9 099",9.3,692
"Colusa",2017-09-01,"9 122",7.9,690
"Colusa",2017-10-01,"9 153",8.3,685
"Colusa",2017-11-01,"9 208",12.1,661
"Colusa",2017-12-01,"9 253",15.8,670
"Colusa",2018-01-01,"9 335",18.5,682
"Colusa",2018-02-01,"9 378",19.8,672
"Colusa",2018-03-01,"9 453",18.9,697
"Colusa",2018-04-01,"9 499",15,689
"Colusa",2018-05-01,"9 540",11.5,686
"Colusa",2018-06-01,"9 527",11.9,654
"Colusa",2018-07-01,"9 629",10.4,658
"Colusa",2018-08-01,"9 680",8.2,648
"Colusa",2018-09-01,"9 708",7.1,610
"Colusa",2018-10-01,"9 722",8.1,639
"Colusa",2018-11-01,"9 705",12.1,629
"Colusa",2018-12-01,NA,15.7,627
"Colusa",2019-01-01,NA,19.6,648
"Colusa",2019-03-01,NA,20.6,636
"Colusa",2019-04-01,NA,15.7,638
"Colusa",2019-05-01,NA,10.4,639
"Colusa",2019-06-01,NA,10.5,636
"Colusa",2019-07-01,NA,10.2,673
"Colusa",2019-08-01,NA,8.5,697
"Colusa",2019-09-01,NA,6.6,682
"Colusa",2019-10-01,NA,7.3,701
"Colusa",2019-11-01,NA,10.5,711
"Colusa",2019-12-01,NA,14.2,723
"Colusa",2020-01-01,NA,19.2,738
"Colusa",2020-02-01,NA,19.8,741
"Colusa",2020-03-01,NA,22.4,771
"Colusa",2020-04-01,NA,26.3,873
"Colusa",2020-05-01,NA,21.1,919
"Colusa",2020-06-01,NA,18.3,944
"Colusa",2020-07-01,NA,15.3,913
"Colusa",2020-08-01,NA,11,929
"Colusa",2020-09-01,NA,10.6,934
"Colusa",2020-10-01,NA,9.3,900
"Colusa",2020-11-01,NA,10.8,896
"Colusa",2020-12-01,NA,15.5,934
"Contra Costa",2014-01-01,"194 836",6.9,34380
"Contra Costa",2014-02-01,"202 295",6.9,34460
"Contra Costa",2014-03-01,"214 400",6.8,34821
"Contra Costa",2014-04-01,"221 047",5.9,34921
"Contra Costa",2014-05-01,"224 494",5.9,35110
"Contra Costa",2014-06-01,"227 125",6.2,35271
"Contra Costa",2014-07-01,"230 794",6.6,35280
"Contra Costa",2014-08-01,"234 462",6.4,35409
"Contra Costa",2014-09-01,"238 194",5.8,35470
"Contra Costa",2014-10-01,"241 412",5.7,35825
"Contra Costa",2014-11-01,"244 743",5.6,35636
"Contra Costa",2014-12-01,"249 757",5.2,35724
"Contra Costa",2015-01-01,"255 481",5.7,35445
"Contra Costa",2015-02-01,"258 418",5.5,35046
"Contra Costa",2015-03-01,"260 009",5.3,35311
"Contra Costa",2015-04-01,"261 629",4.9,35311
"Contra Costa",2015-05-01,"261 692",4.9,35317
"Contra Costa",2015-06-01,"262 026",5.2,35631
"Contra Costa",2015-07-01,"262 413",5.4,36075
"Contra Costa",2015-08-01,"264 643",5,35924
"Contra Costa",2015-09-01,"266 898",4.6,35800
"Contra Costa",2015-10-01,"268 970",4.7,35848
"Contra Costa",2015-11-01,"272 103",4.6,35723
"Contra Costa",2015-12-01,"275 138",4.4,35697
"Contra Costa",2016-01-01,"277 298",4.7,35187
"Contra Costa",2016-02-01,"277 174",4.6,35073
"Contra Costa",2016-03-01,"276 950",4.7,35021
"Contra Costa",2016-04-01,"277 694",4.4,34941
"Contra Costa",2016-05-01,"276 847",4,34751
"Contra Costa",2016-06-01,"277 057",4.7,34403
"Contra Costa",2016-07-01,"277 063",4.8,33984
"Contra Costa",2016-08-01,"277 044",4.7,33911
"Contra Costa",2016-09-01,"277 814",4.4,33326
"Contra Costa",2016-10-01,"278 333",4.4,32926
"Contra Costa",2016-11-01,"277 405",4.1,32647
"Contra Costa",2016-12-01,"277 890",4,32307
"Contra Costa",2017-01-01,"277 310",4.5,31854
"Contra Costa",2017-02-01,"276 339",4.3,31455
"Contra Costa",2017-03-01,"275 499",4,31637
"Contra Costa",2017-04-01,"274 146",3.7,31281
"Contra Costa",2017-05-01,"273 810",3.5,31358
"Contra Costa",2017-06-01,"272 436",4,31398
"Contra Costa",2017-07-01,"271 825",4.2,31242
"Contra Costa",2017-08-01,"273 537",4.1,31606
"Contra Costa",2017-09-01,"273 033",3.5,31466
"Contra Costa",2017-10-01,"272 682",3.4,31852
"Contra Costa",2017-11-01,"271 466",3.3,31599
"Contra Costa",2017-12-01,"273 173",3.2,31506
"Contra Costa",2018-01-01,"272 323",3.5,31436
"Contra Costa",2018-02-01,"271 038",3.4,30879
"Contra Costa",2018-03-01,"269 813",3.1,30919
"Contra Costa",2018-04-01,"269 095",2.8,30665
"Contra Costa",2018-05-01,"268 678",2.8,30598
"Contra Costa",2018-06-01,"266 774",3.5,30517
"Contra Costa",2018-07-01,"266 308",3.3,30364
"Contra Costa",2018-08-01,"265 853",3.2,30372
"Contra Costa",2018-09-01,"265 689",2.9,30072
"Contra Costa",2018-10-01,"265 375",3,30154
"Contra Costa",2018-11-01,"263 303",2.9,29845
"Contra Costa",2018-12-01,NA,3,29652
"Contra Costa",2019-01-01,NA,3.6,29521
"Contra Costa",2019-03-01,NA,3.5,28670
"Contra Costa",2019-04-01,NA,2.8,28415
"Contra Costa",2019-05-01,NA,2.6,28297
"Contra Costa",2019-06-01,NA,3.2,29656
"Contra Costa",2019-07-01,NA,3.4,31035
"Contra Costa",2019-08-01,NA,3.2,32503
"Contra Costa",2019-09-01,NA,2.6,33032
"Contra Costa",2019-10-01,NA,2.7,33657
"Contra Costa",2019-11-01,NA,2.7,33702
"Contra Costa",2019-12-01,NA,2.6,34014
"Contra Costa",2020-01-01,NA,3.2,33892
"Contra Costa",2020-02-01,NA,3.1,33937
"Contra Costa",2020-03-01,NA,4,34081
"Contra Costa",2020-04-01,NA,14.5,37747
"Contra Costa",2020-05-01,NA,13.6,40758
"Contra Costa",2020-06-01,NA,13.4,43544
"Contra Costa",2020-07-01,NA,12,43542
"Contra Costa",2020-08-01,NA,9.8,43916
"Contra Costa",2020-09-01,NA,9.3,43968
"Contra Costa",2020-10-01,NA,7.9,42744
"Contra Costa",2020-11-01,NA,6.8,41736
"Contra Costa",2020-12-01,NA,7.9,41836
"Del Norte",2014-01-01,"9 584",11.6,2556
"Del Norte",2014-02-01,"9 822",11.7,2531
"Del Norte",2014-03-01,"10 096",11.4,2526
